# t,ob0,ob1,ob2,ob3,ob4,ob5,ac0,ac1,ac2,ac3,p,q,r,p-sp,q-sp,r-sp,y0,y1,y2,y3,w0,w1,w2,w3,reward
2.100000000000000130e-02,-1.325408667325973511e-01,-4.591580927371978760e-01,3.428035736083984375e+00,-1.946897059679031372e-02,-6.204122304916381836e-02,-1.672961711883544922e-01,-1.079132741278078511e-02,-6.004095378184257092e-02,8.936128152769805266e-03,1.222378743629062986e-01,1.325408667325973511e-01,4.591580927371978760e-01,-3.428035736083984375e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.936128152769805266e-03,1.222378743629062986e-01,1.486790161132812500e+03,1.283006835937500000e+03,1.543531982421875000e+03,1.130611206054687500e+03,7.588792019790816994e+02
2.199999999999999872e-02,-1.243466511368751526e-01,-5.215401649475097656e-01,2.657170772552490234e+00,8.194215595722198486e-03,-6.238207221031188965e-02,-7.708649635314941406e-01,-7.944247551686434150e-03,5.461384832993909644e-03,-1.895250091717676222e-02,-1.430783627293025911e-02,1.243466511368751526e-01,5.215401649475097656e-01,-2.657170772552490234e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.461384832993909644e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.471381347656250000e+03,1.272144653320312500e+03,1.604972045898437500e+03,1.243285522460937500e+03,7.623939251326332851e+02
2.299999999999999961e-02,-1.384829729795455933e-01,-5.805727243423461914e-01,3.386012554168701172e+00,-1.413632184267044067e-02,-5.903255939483642578e-02,7.288417816162109375e-01,-1.728334234677591369e-02,1.330104007990473014e-01,1.754520333888204275e-02,-4.572134899504726180e-03,1.384829729795455933e-01,5.805727243423461914e-01,-3.386012554168701172e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.330104007990473014e-01,1.754520333888204275e-02,0.000000000000000000e+00,1.456085937500000000e+03,1.309790405273437500e+03,1.586770629882812500e+03,1.233366455078125000e+03,7.479776835427126116e+02
2.400000000000000050e-02,-1.469796746969223022e-01,-6.329791545867919922e-01,7.518306255340576172e+00,-8.496701717376708984e-03,-5.240643024444580078e-02,4.132293701171875000e+00,1.155950622020023993e-01,-4.794146717597549956e-02,-7.014374419214830514e-02,-4.071606039443756431e-02,1.469796746969223022e-01,6.329791545867919922e-01,-7.518306255340576172e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.155950622020023993e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.440584472656250000e+03,1.423024536132812500e+03,1.700004760742187500e+03,1.223113281250000000e+03,-1.781362721440123664e+02
2.500000000000000139e-02,-1.590268611907958984e-01,-6.870729327201843262e-01,7.337719440460205078e+00,-1.204718649387359619e-02,-5.409377813339233398e-02,-1.805868148803710938e-01,1.508215087003889066e-01,-3.372411001757708721e-02,1.843940650555747629e-02,-3.343611586298263216e-03,1.590268611907958984e-01,6.870729327201843262e-01,-7.337719440460205078e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.508215087003889066e-01,0.000000000000000000e+00,1.843940650555747629e-02,0.000000000000000000e+00,1.426166503906250000e+03,1.408960205078125000e+03,1.679411621093750000e+03,1.213821533203125000e+03,-3.261873725874237806e+01
2.599999999999999881e-02,-1.705652773380279541e-01,-7.393405437469482422e-01,7.260852813720703125e+00,-1.153841614723205566e-02,-5.226761102676391602e-02,-7.686662673950195312e-02,4.316009019198886049e-02,6.403126015726948173e-02,7.887327556531158190e-02,9.625248627358576337e-02,1.705652773380279541e-01,7.393405437469482422e-01,-7.260852813720703125e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.316009019198886049e-02,6.403126015726948173e-02,7.887327556531158190e-02,9.625248627358576337e-02,1.538724975585937500e+03,1.395244750976562500e+03,1.791944580078125000e+03,1.204731445312500000e+03,-1.066176337000127887e+02
2.699999999999999969e-02,-1.851176619529724121e-01,-8.209691643714904785e-01,7.257460594177246094e+00,-1.455238461494445801e-02,-8.162862062454223633e-02,-3.392219543457031250e-03,1.073289279589870193e-02,1.082302953586065514e-01,8.547809193630416524e-02,8.256142220858121716e-02,1.851176619529724121e-01,8.209691643714904785e-01,-7.257460594177246094e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.073289279589870193e-02,1.082302953586065514e-01,8.547809193630416524e-02,8.256142220858121716e-02,1.651271240234375000e+03,1.507789916992187500e+03,1.904489746093750000e+03,1.317277709960937500e+03,-4.428232785901109025e+01
2.800000000000000058e-02,-2.003940194845199585e-01,-9.088166356086730957e-01,7.881651878356933594e+00,-1.527635753154754639e-02,-8.784747123718261719e-02,6.241912841796875000e-01,-3.052800223885217268e-02,-5.912275532022129299e-02,1.109605483551782401e-01,-2.730745828778148587e-02,2.003940194845199585e-01,9.088166356086730957e-01,-7.881651878356933594e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.109605483551782401e-01,0.000000000000000000e+00,1.725906738281250000e+03,1.620439697265625000e+03,2.017139282226562500e+03,1.429719238281250000e+03,-1.178378439367668591e+02
2.900000000000000147e-02,-2.219360917806625366e-01,-9.979956746101379395e-01,8.462679862976074219e+00,-2.154207229614257812e-02,-8.917903900146484375e-02,5.810279846191406250e-01,-2.512234408790949003e-02,1.483575223658124137e-03,-8.267520262517988328e-02,6.173268620325719769e-02,2.219360917806625366e-01,9.979956746101379395e-01,-8.462679862976074219e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.483575223658124137e-03,0.000000000000000000e+00,6.173268620325719769e-02,1.798790161132812500e+03,1.601848999023437500e+03,2.129781738281250000e+03,1.415430419921875000e+03,-1.206362080419628171e+02
2.999999999999999889e-02,-2.529418170452117920e-01,-1.118104934692382812e+00,6.383961200714111328e+00,-3.100572526454925537e-02,-1.201092600822448730e-01,-2.078718662261962891e+00,8.301461433872386886e-02,-1.861041880369319196e-02,-7.600273391590167682e-03,8.086143511116565541e-02,2.529418170452117920e-01,1.118104934692382812e+00,-6.383961200714111328e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.301461433872386886e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.086143511116565541e-02,1.776245239257812500e+03,1.596311523437500000e+03,2.098742187500000000e+03,1.528322631835937500e+03,-5.242151170014444972e+01
